Entity ID,Start Date,End Date,Satellite,Projection,Zone Code,Datum Code,Year of Composite,Region,Number of Days,Available Bands,Date Updated,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
AAUS201421021619,2014/07/29,2014/08/04,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,7 Day Composite,14,2014/08/06,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201421021619,AAUS201421021619,http://earthexplorer.usgs.gov/download/options/2751/AAUS201421021619
AAUS201421022319,2014/07/29,2014/08/11,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,14 Day Composite,14,2014/08/13,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201421022319,AAUS201421022319,http://earthexplorer.usgs.gov/download/options/2751/AAUS201421022319
AAUS201420321619,2014/07/22,2014/08/04,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,14 Day Composite,14,2014/08/06,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201420321619,AAUS201420321619,http://earthexplorer.usgs.gov/download/options/2751/AAUS201420321619
AAUS201420320919,2014/07/22,2014/07/28,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,7 Day Composite,14,2014/07/30,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201420320919,AAUS201420320919,http://earthexplorer.usgs.gov/download/options/2751/AAUS201420320919
AAUS201419620919,2014/07/15,2014/07/28,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,14 Day Composite,14,2014/07/30,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201419620919,AAUS201419620919,http://earthexplorer.usgs.gov/download/options/2751/AAUS201419620919
AAUS201419620219,2014/07/15,2014/07/21,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,7 Day Composite,14,2014/07/23,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201419620219,AAUS201419620219,http://earthexplorer.usgs.gov/download/options/2751/AAUS201419620219
AAUS201418919519,2014/07/08,2014/07/14,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,7 Day Composite,14,2014/07/16,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201418919519,AAUS201418919519,http://earthexplorer.usgs.gov/download/options/2751/AAUS201418919519
AAUS201418920219,2014/07/08,2014/07/21,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,14 Day Composite,14,2014/07/23,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201418920219,AAUS201418920219,http://earthexplorer.usgs.gov/download/options/2751/AAUS201418920219
AAUS201418218819,2014/07/01,2014/07/07,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,7 Day Composite,14,2014/07/09,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201418218819,AAUS201418218819,http://earthexplorer.usgs.gov/download/options/2751/AAUS201418218819
AAUS201418219519,2014/07/01,2014/07/14,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,14 Day Composite,14,2014/07/16,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201418219519,AAUS201418219519,http://earthexplorer.usgs.gov/download/options/2751/AAUS201418219519
AAUS201417518819,2014/06/24,2014/07/07,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,14 Day Composite,14,2014/07/09,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201417518819,AAUS201417518819,http://earthexplorer.usgs.gov/download/options/2751/AAUS201417518819
AAUS201417518119,2014/06/24,2014/06/30,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,7 Day Composite,14,2014/07/02,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201417518119,AAUS201417518119,http://earthexplorer.usgs.gov/download/options/2751/AAUS201417518119
AAUS201416817419,2014/06/17,2014/06/23,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,7 Day Composite,14,2014/06/25,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201416817419,AAUS201416817419,http://earthexplorer.usgs.gov/download/options/2751/AAUS201416817419
AAUS201416818119,2014/06/17,2014/06/30,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,14 Day Composite,14,2014/07/02,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201416818119,AAUS201416818119,http://earthexplorer.usgs.gov/download/options/2751/AAUS201416818119
AAUS201416116719,2014/06/10,2014/06/16,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,7 Day Composite,14,2014/06/18,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201416116719,AAUS201416116719,http://earthexplorer.usgs.gov/download/options/2751/AAUS201416116719
AAUS201416117419,2014/06/10,2014/06/23,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,14 Day Composite,14,2014/06/25,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201416117419,AAUS201416117419,http://earthexplorer.usgs.gov/download/options/2751/AAUS201416117419
AAUS201415416719,2014/06/03,2014/06/16,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,14 Day Composite,14,2014/06/18,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201415416719,AAUS201415416719,http://earthexplorer.usgs.gov/download/options/2751/AAUS201415416719
AAUS201415416019,2014/06/03,2014/06/09,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,7 Day Composite,14,2014/06/11,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201415416019,AAUS201415416019,http://earthexplorer.usgs.gov/download/options/2751/AAUS201415416019
AAUS201414716019,2014/05/27,2014/06/09,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,14 Day Composite,14,2014/06/11,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201414716019,AAUS201414716019,http://earthexplorer.usgs.gov/download/options/2751/AAUS201414716019
AAUS201414715319,2014/05/27,2014/06/02,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,7 Day Composite,14,2014/06/04,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201414715319,AAUS201414715319,http://earthexplorer.usgs.gov/download/options/2751/AAUS201414715319
AAUS201414014619,2014/05/20,2014/05/26,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,7 Day Composite,14,2014/05/28,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201414014619,AAUS201414014619,http://earthexplorer.usgs.gov/download/options/2751/AAUS201414014619
AAUS201414015319,2014/05/20,2014/06/02,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,14 Day Composite,14,2014/06/04,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201414015319,AAUS201414015319,http://earthexplorer.usgs.gov/download/options/2751/AAUS201414015319
AAUS201413313919,2014/05/13,2014/05/19,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,7 Day Composite,14,2014/05/21,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201413313919,AAUS201413313919,http://earthexplorer.usgs.gov/download/options/2751/AAUS201413313919
AAUS201413314619,2014/05/13,2014/05/26,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,14 Day Composite,14,2014/05/28,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201413314619,AAUS201413314619,http://earthexplorer.usgs.gov/download/options/2751/AAUS201413314619
AAUS201412613919,2014/05/06,2014/05/19,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,14 Day Composite,14,2014/05/21,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201412613919,AAUS201412613919,http://earthexplorer.usgs.gov/download/options/2751/AAUS201412613919
AAUS201412613219,2014/05/06,2014/05/12,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2014,US,7 Day Composite,14,2014/05/14,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201412613219,AAUS201412613219,http://earthexplorer.usgs.gov/download/options/2751/AAUS201412613219
AAUS201326728019,2013/09/24,2013/10/07,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,14 Day Composite,14,2013/10/22,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201326728019,AAUS201326728019,http://earthexplorer.usgs.gov/download/options/2751/AAUS201326728019
AAUS201326727319,2013/09/24,2013/09/30,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,7 Day Composite,14,2013/10/02,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201326727319,AAUS201326727319,http://earthexplorer.usgs.gov/download/options/2751/AAUS201326727319
AAUS201326027319,2013/09/17,2013/09/30,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,14 Day Composite,14,2013/10/02,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201326027319,AAUS201326027319,http://earthexplorer.usgs.gov/download/options/2751/AAUS201326027319
AAUS201326026619,2013/09/17,2013/09/23,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,7 Day Composite,14,2013/09/25,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201326026619,AAUS201326026619,http://earthexplorer.usgs.gov/download/options/2751/AAUS201326026619
AAUS201325326619,2013/09/10,2013/09/23,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,14 Day Composite,14,2013/09/25,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201325326619,AAUS201325326619,http://earthexplorer.usgs.gov/download/options/2751/AAUS201325326619
AAUS201325325919,2013/09/10,2013/09/16,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,7 Day Composite,14,2013/09/18,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201325325919,AAUS201325325919,http://earthexplorer.usgs.gov/download/options/2751/AAUS201325325919
AAUS201324625219,2013/09/03,2013/09/09,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,7 Day Composite,14,2013/09/11,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201324625219,AAUS201324625219,http://earthexplorer.usgs.gov/download/options/2751/AAUS201324625219
AAUS201324625919,2013/09/03,2013/09/16,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,14 Day Composite,14,2013/09/18,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201324625919,AAUS201324625919,http://earthexplorer.usgs.gov/download/options/2751/AAUS201324625919
AAUS201323925219,2013/08/27,2013/09/09,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,14 Day Composite,14,2013/09/11,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201323925219,AAUS201323925219,http://earthexplorer.usgs.gov/download/options/2751/AAUS201323925219
AAUS201323924519,2013/08/27,2013/09/02,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,7 Day Composite,14,2013/09/04,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201323924519,AAUS201323924519,http://earthexplorer.usgs.gov/download/options/2751/AAUS201323924519
AAUS201323223819,2013/08/20,2013/08/26,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,7 Day Composite,14,2013/08/28,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201323223819,AAUS201323223819,http://earthexplorer.usgs.gov/download/options/2751/AAUS201323223819
AAUS201323224519,2013/08/20,2013/09/02,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,14 Day Composite,14,2013/09/04,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201323224519,AAUS201323224519,http://earthexplorer.usgs.gov/download/options/2751/AAUS201323224519
AAUS201322523119,2013/08/13,2013/08/19,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,7 Day Composite,14,2013/08/21,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201322523119,AAUS201322523119,http://earthexplorer.usgs.gov/download/options/2751/AAUS201322523119
AAUS201322523819,2013/08/13,2013/08/26,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,14 Day Composite,14,2013/08/28,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201322523819,AAUS201322523819,http://earthexplorer.usgs.gov/download/options/2751/AAUS201322523819
AAUS201321823119,2013/08/06,2013/08/19,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,14 Day Composite,14,2013/08/21,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201321823119,AAUS201321823119,http://earthexplorer.usgs.gov/download/options/2751/AAUS201321823119
AAUS201321822419,2013/08/06,2013/08/12,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,7 Day Composite,14,2013/08/14,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201321822419,AAUS201321822419,http://earthexplorer.usgs.gov/download/options/2751/AAUS201321822419
AAUS201321122419,2013/07/30,2013/08/12,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,14 Day Composite,14,2013/08/14,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201321122419,AAUS201321122419,http://earthexplorer.usgs.gov/download/options/2751/AAUS201321122419
AAUS201321121719,2013/07/30,2013/08/05,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,7 Day Composite,14,2013/08/07,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201321121719,AAUS201321121719,http://earthexplorer.usgs.gov/download/options/2751/AAUS201321121719
AAUS201320421719,2013/07/23,2013/08/05,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,14 Day Composite,14,2013/08/07,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201320421719,AAUS201320421719,http://earthexplorer.usgs.gov/download/options/2751/AAUS201320421719
AAUS201320421019,2013/07/23,2013/07/29,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,7 Day Composite,14,2013/07/31,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201320421019,AAUS201320421019,http://earthexplorer.usgs.gov/download/options/2751/AAUS201320421019
AAUS201319720319,2013/07/16,2013/07/22,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,7 Day Composite,14,2013/07/24,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201319720319,AAUS201319720319,http://earthexplorer.usgs.gov/download/options/2751/AAUS201319720319
AAUS201319721019,2013/07/16,2013/07/29,NOAA-19,Lambert Azimuthal Equal Area,62,Sphere; US only,2013,US,14 Day Composite,14,2013/07/31,22°28'45.80"N,75°24'58.86"W,48°24'11.02"N,128°31'48.22"W,46°42'17.64"N,65°23'40.74"W,22°28'45.80"N,75°24'58.86"W,23°35'01.54"N,119°58'20.24"W,22.47939,-75.41635,48.40306,-128.53006,46.7049,-65.39465,22.47939,-75.41635,23.58376,-119.97229,AAUS201319721019,AAUS201319721019,http://earthexplorer.usgs.gov/download/options/2751/AAUS201319721019
