X	Y	T	NOAA NCEP CPC GMSM w
degree_east	degree_north	months since 1960-01-01	mm
   -94.25000    	    41.25000    	    391.5000    	    403.8045    
   -93.75000    	    41.25000    	    391.5000    	    419.0677    
   -93.25000    	    41.25000    	    391.5000    	    444.3972    
   -92.75000    	    41.25000    	    391.5000    	    451.3214    
   -92.25000    	    41.25000    	    391.5000    	    468.1396    
   -91.75000    	    41.25000    	    391.5000    	    467.7541    
   -91.25000    	    41.25000    	    391.5000    	    465.8511    
   -95.75000    	    41.75000    	    391.5000    	    409.9745    
   -95.25000    	    41.75000    	    391.5000    	    403.4547    
   -94.75000    	    41.75000    	    391.5000    	    417.5798    
   -94.25000    	    41.75000    	    391.5000    	    428.7510    
   -93.75000    	    41.75000    	    391.5000    	    442.4140    
   -93.25000    	    41.75000    	    391.5000    	    475.8290    
   -92.75000    	    41.75000    	    391.5000    	    487.0782    
   -92.25000    	    41.75000    	    391.5000    	    519.7562    
   -91.75000    	    41.75000    	    391.5000    	    492.4741    
   -91.25000    	    41.75000    	    391.5000    	    469.4615    
   -95.75000    	    42.25000    	    391.5000    	    442.1514    
   -95.25000    	    42.25000    	    391.5000    	    413.3716    
   -94.75000    	    42.25000    	    391.5000    	    412.2194    
   -94.25000    	    42.25000    	    391.5000    	    442.4431    
   -93.75000    	    42.25000    	    391.5000    	    452.0962    
   -93.25000    	    42.25000    	    391.5000    	    465.8596    
   -92.75000    	    42.25000    	    391.5000    	    477.3916    
   -92.25000    	    42.25000    	    391.5000    	    486.9543    
   -91.75000    	    42.25000    	    391.5000    	    469.6225    
   -91.25000    	    42.25000    	    391.5000    	    439.5317    
   -95.75000    	    42.75000    	    391.5000    	    481.2566    
   -95.25000    	    42.75000    	    391.5000    	    504.6204    
   -94.75000    	    42.75000    	    391.5000    	    476.6944    
   -94.25000    	    42.75000    	    391.5000    	    437.4742    
   -93.75000    	    42.75000    	    391.5000    	    455.5644    
   -93.25000    	    42.75000    	    391.5000    	    446.0309    
   -92.75000    	    42.75000    	    391.5000    	    440.8665    
   -92.25000    	    42.75000    	    391.5000    	    423.0201    
   -91.75000    	    42.75000    	    391.5000    	    431.6662    
   -91.25000    	    42.75000    	    391.5000    	    404.2354    
   -95.75000    	    43.25000    	    391.5000    	    466.0128    
   -95.25000    	    43.25000    	    391.5000    	    463.1113    
   -94.75000    	    43.25000    	    391.5000    	    456.1421    
   -94.25000    	    43.25000    	    391.5000    	    445.8193    
   -93.75000    	    43.25000    	    391.5000    	    440.2546    
   -93.25000    	    43.25000    	    391.5000    	    432.4685    
   -92.75000    	    43.25000    	    391.5000    	    427.9745    
   -92.25000    	    43.25000    	    391.5000    	    437.1155    
   -91.75000    	    43.25000    	    391.5000    	    457.4286    
   -91.25000    	    43.25000    	    391.5000    	    420.8767    
   -95.75000    	    40.25000    	    392.5000    	    514.3956    
   -95.25000    	    40.25000    	    392.5000    	    497.5905    
   -94.75000    	    40.25000    	    392.5000    	    478.1937    
   -94.25000    	    40.25000    	    392.5000    	    478.3578    
   -93.75000    	    40.25000    	    392.5000    	    491.4203    
   -93.25000    	    40.25000    	    392.5000    	    511.1149    
   -92.75000    	    40.25000    	    392.5000    	    491.5959    
   -92.25000    	    40.25000    	    392.5000    	    447.8465    
   -91.75000    	    40.25000    	    392.5000    	    397.0449    
   -91.25000    	    40.25000    	    392.5000    	    411.3564    
   -95.75000    	    40.75000    	    392.5000    	    444.4371    
   -95.25000    	    40.75000    	    392.5000    	    451.8319    
   -94.75000    	    40.75000    	    392.5000    	    461.9256    
   -94.25000    	    40.75000    	    392.5000    	    489.5772    
   -93.75000    	    40.75000    	    392.5000    	    536.7123    
   -93.25000    	    40.75000    	    392.5000    	    547.1096    
   -92.75000    	    40.75000    	    392.5000    	    474.4777    
   -92.25000    	    40.75000    	    392.5000    	    422.0548    
   -91.75000    	    40.75000    	    392.5000    	    450.0699    
   -91.25000    	    40.75000    	    392.5000    	    442.4135    
   -95.75000    	    41.25000    	    392.5000    	    409.6578    
   -95.25000    	    41.25000    	    392.5000    	    431.6930    
   -94.75000    	    41.25000    	    392.5000    	    466.7327    
   -94.25000    	    41.25000    	    392.5000    	    459.6364    
   -93.75000    	    41.25000    	    392.5000    	    472.1148    
   -93.25000    	    41.25000    	    392.5000    	    487.9728    
   -92.75000    	    41.25000    	    392.5000    	    490.0325    
   -92.25000    	    41.25000    	    392.5000    	    497.1256    
   -91.75000    	    41.25000    	    392.5000    	    484.1658    
   -91.25000    	    41.25000    	    392.5000    	    475.1837    
   -95.75000    	    41.75000    	    392.5000    	    425.6118    
   -95.25000    	    41.75000    	    392.5000    	    430.6679    
   -94.75000    	    41.75000    	    392.5000    	    449.1647    
   -94.25000    	    41.75000    	    392.5000    	    448.2455    
   -93.75000    	    41.75000    	    392.5000    	    438.5234    
   -93.25000    	    41.75000    	    392.5000    	    455.8354    
   -92.75000    	    41.75000    	    392.5000    	    481.1152    
   -92.25000    	    41.75000    	    392.5000    	    507.1438    
   -91.75000    	    41.75000    	    392.5000    	    499.9460    
   -91.25000    	    41.75000    	    392.5000    	    497.4366    
   -95.75000    	    42.25000    	    392.5000    	    445.7284    
   -95.25000    	    42.25000    	    392.5000    	    409.9059    
   -94.75000    	    42.25000    	    392.5000    	    406.9321    
   -94.25000    	    42.25000    	    392.5000    	    421.9190    
   -93.75000    	    42.25000    	    392.5000    	    427.9629    
   -93.25000    	    42.25000    	    392.5000    	    436.6862    
   -92.75000    	    42.25000    	    392.5000    	    449.2182    
   -92.25000    	    42.25000    	    392.5000    	    460.2920    
   -91.75000    	    42.25000    	    392.5000    	    463.0335    
   -91.25000    	    42.25000    	    392.5000    	    452.8587    
   -95.75000    	    42.75000    	    392.5000    	    477.9445    
   -95.25000    	    42.75000    	    392.5000    	    481.4206    
   -94.75000    	    42.75000    	    392.5000    	    438.6878    
   -94.25000    	    42.75000    	    392.5000    	    415.7005    
   -93.75000    	    42.75000    	    392.5000    	    440.0723    
   -93.25000    	    42.75000    	    392.5000    	    440.4416    
   -92.75000    	    42.75000    	    392.5000    	    428.7478    
   -92.25000    	    42.75000    	    392.5000    	    416.2697    
   -91.75000    	    42.75000    	    392.5000    	    435.8936    
   -91.25000    	    42.75000    	    392.5000    	    413.0373    
   -95.75000    	    43.25000    	    392.5000    	    454.3691    
   -95.25000    	    43.25000    	    392.5000    	    439.4669    
   -94.75000    	    43.25000    	    392.5000    	    436.9016    
   -94.25000    	    43.25000    	    392.5000    	    432.7612    
   -93.75000    	    43.25000    	    392.5000    	    434.8039    
   -93.25000    	    43.25000    	    392.5000    	    430.0358    
   -92.75000    	    43.25000    	    392.5000    	    433.5604    
   -92.25000    	    43.25000    	    392.5000    	    449.6857    
   -91.75000    	    43.25000    	    392.5000    	    473.8392    
   -91.25000    	    43.25000    	    392.5000    	    451.6082    
   -95.75000    	    40.25000    	    393.5000    	    528.5668    
   -95.25000    	    40.25000    	    393.5000    	    495.7174    
   -94.75000    	    40.25000    	    393.5000    	    466.6630    
   -94.25000    	    40.25000    	    393.5000    	    465.2840    
   -93.75000    	    40.25000    	    393.5000    	    477.1070    
   -93.25000    	    40.25000    	    393.5000    	    500.9302    
   -92.75000    	    40.25000    	    393.5000    	    474.9202    
   -92.25000    	    40.25000    	    393.5000    	    433.1662    
   -91.75000    	    40.25000    	    393.5000    	    393.4391    
   -91.25000    	    40.25000    	    393.5000    	    420.7668    
   -95.75000    	    40.75000    	    393.5000    	    466.3884    
   -95.25000    	    40.75000    	    393.5000    	    473.8464    
   -94.75000    	    40.75000    	    393.5000    	    478.1783    
   -94.25000    	    40.75000    	    393.5000    	    514.0038    
   -93.75000    	    40.75000    	    393.5000    	    566.9000    
   -93.25000    	    40.75000    	    393.5000    	    574.8013    
   -92.75000    	    40.75000    	    393.5000    	    480.8635    
   -92.25000    	    40.75000    	    393.5000    	    417.1898    
   -91.75000    	    40.75000    	    393.5000    	    450.0487    
   -91.25000    	    40.75000    	    393.5000    	    448.7899    
   -95.75000    	    41.25000    	    393.5000    	    441.3498    
   -95.25000    	    41.25000    	    393.5000    	    458.3407    
   -94.75000    	    41.25000    	    393.5000    	    498.2092    
   -94.25000    	    41.25000    	    393.5000    	    485.8564    
   -93.75000    	    41.25000    	    393.5000    	    492.9612    
   -93.25000    	    41.25000    	    393.5000    	    507.7029    
   -92.75000    	    41.25000    	    393.5000    	    511.7738    
   -92.25000    	    41.25000    	    393.5000    	    509.6673    
   -91.75000    	    41.25000    	    393.5000    	    487.9239    
   -91.25000    	    41.25000    	    393.5000    	    475.1064    
   -95.75000    	    41.75000    	    393.5000    	    469.5076    
   -95.25000    	    41.75000    	    393.5000    	    465.7875    
   -94.75000    	    41.75000    	    393.5000    	    466.2708    
   -94.25000    	    41.75000    	    393.5000    	    446.5977    
   -93.75000    	    41.75000    	    393.5000    	    424.4577    
   -93.25000    	    41.75000    	    393.5000    	    432.7454    
   -92.75000    	    41.75000    	    393.5000    	    467.8290    
   -92.25000    	    41.75000    	    393.5000    	    488.1967    
   -91.75000    	    41.75000    	    393.5000    	    495.7156    
   -91.25000    	    41.75000    	    393.5000    	    507.5658    
   -95.75000    	    42.25000    	    393.5000    	    471.8894    
   -95.25000    	    42.25000    	    393.5000    	    428.8861    
   -94.75000    	    42.25000    	    393.5000    	    421.1228    
   -94.25000    	    42.25000    	    393.5000    	    411.8104    
   -93.75000    	    42.25000    	    393.5000    	    401.8708    
   -93.25000    	    42.25000    	    393.5000    	    402.5335    
   -92.75000    	    42.25000    	    393.5000    	    411.9850    
   -92.25000    	    42.25000    	    393.5000    	    428.9815    
   -91.75000    	    42.25000    	    393.5000    	    446.1088    
   -91.25000    	    42.25000    	    393.5000    	    448.0493    
   -95.75000    	    42.75000    	    393.5000    	    485.1256    
   -95.25000    	    42.75000    	    393.5000    	    482.6027    
   -94.75000    	    42.75000    	    393.5000    	    433.8704    
   -94.25000    	    42.75000    	    393.5000    	    413.9507    
   -93.75000    	    42.75000    	    393.5000    	    430.7210    
   -93.25000    	    42.75000    	    393.5000    	    426.2467    
   -92.75000    	    42.75000    	    393.5000    	    399.3596    
   -92.25000    	    42.75000    	    393.5000    	    397.4167    
   -91.75000    	    42.75000    	    393.5000    	    428.4525    
   -91.25000    	    42.75000    	    393.5000    	    409.3914    
   -95.75000    	    43.25000    	    393.5000    	    456.0684    
   -95.25000    	    43.25000    	    393.5000    	    440.5852    
   -94.75000    	    43.25000    	    393.5000    	    436.6621    
   -94.25000    	    43.25000    	    393.5000    	    437.1695    
   -93.75000    	    43.25000    	    393.5000    	    441.2191    
   -93.25000    	    43.25000    	    393.5000    	    431.0793    
   -92.75000    	    43.25000    	    393.5000    	    432.4583    
   -92.25000    	    43.25000    	    393.5000    	    456.7697    
   -91.75000    	    43.25000    	    393.5000    	    479.7843    
   -91.25000    	    43.25000    	    393.5000    	    464.6595    
   -95.75000    	    40.25000    	    394.5000    	    527.9525    
   -95.25000    	    40.25000    	    394.5000    	    503.0653    
   -94.75000    	    40.25000    	    394.5000    	    487.1650    
   -94.25000    	    40.25000    	    394.5000    	    474.7483    
   -93.75000    	    40.25000    	    394.5000    	    483.3066    
   -93.25000    	    40.25000    	    394.5000    	    512.6671    
   -92.75000    	    40.25000    	    394.5000    	    505.2866    
   -92.25000    	    40.25000    	    394.5000    	    481.7986    
   -91.75000    	    40.25000    	    394.5000    	    450.1944    
   -91.25000    	    40.25000    	    394.5000    	    475.6223    
   -95.75000    	    40.75000    	    394.5000    	    476.6594    
   -95.25000    	    40.75000    	    394.5000    	    487.0865    
   -94.75000    	    40.75000    	    394.5000    	    495.7820    
   -94.25000    	    40.75000    	    394.5000    	    519.8109    
   -93.75000    	    40.75000    	    394.5000    	    561.1885    
   -93.25000    	    40.75000    	    394.5000    	    563.6218    
   -92.75000    	    40.75000    	    394.5000    	    494.4330    
   -92.25000    	    40.75000    	    394.5000    	    450.2591    
   -91.75000    	    40.75000    	    394.5000    	    485.4341    
   -91.25000    	    40.75000    	    394.5000    	    485.9973    
   -95.75000    	    41.25000    	    394.5000    	    451.3859    
   -95.25000    	    41.25000    	    394.5000    	    470.7438    
   -94.75000    	    41.25000    	    394.5000    	    502.4020    
   -94.25000    	    41.25000    	    394.5000    	    495.7891    
   -93.75000    	    41.25000    	    394.5000    	    502.6129    
   -93.25000    	    41.25000    	    394.5000    	    508.7139    
   -92.75000    	    41.25000    	    394.5000    	    519.1151    
   -92.25000    	    41.25000    	    394.5000    	    527.2172    
   -91.75000    	    41.25000    	    394.5000    	    512.0155    
   -91.25000    	    41.25000    	    394.5000    	    496.7113    
   -95.75000    	    41.75000    	    394.5000    	    486.2859    
   -95.25000    	    41.75000    	    394.5000    	    470.8056    
   -94.75000    	    41.75000    	    394.5000    	    466.8439    
   -94.25000    	    41.75000    	    394.5000    	    465.7025    
   -93.75000    	    41.75000    	    394.5000    	    446.3833    
   -93.25000    	    41.75000    	    394.5000    	    446.3770    
   -92.75000    	    41.75000    	    394.5000    	    486.2612    
   -92.25000    	    41.75000    	    394.5000    	    509.5221    
   -91.75000    	    41.75000    	    394.5000    	    521.7902    
   -91.25000    	    41.75000    	    394.5000    	    533.0046    
   -95.75000    	    42.25000    	    394.5000    	    493.5007    
   -95.25000    	    42.25000    	    394.5000    	    448.3328    
   -94.75000    	    42.25000    	    394.5000    	    440.6838    
   -94.25000    	    42.25000    	    394.5000    	    435.6669    
   -93.75000    	    42.25000    	    394.5000    	    420.5733    
   -93.25000    	    42.25000    	    394.5000    	    425.2263    
   -92.75000    	    42.25000    	    394.5000    	    446.0126    
   -92.25000    	    42.25000    	    394.5000    	    460.4647    
   -91.75000    	    42.25000    	    394.5000    	    475.1444    
   -91.25000    	    42.25000    	    394.5000    	    483.8556    
   -95.75000    	    42.75000    	    394.5000    	    498.4533    
   -95.25000    	    42.75000    	    394.5000    	    502.9991    
   -94.75000    	    42.75000    	    394.5000    	    459.3163    
   -94.25000    	    42.75000    	    394.5000    	    432.0842    
   -93.75000    	    42.75000    	    394.5000    	    450.9136    
   -93.25000    	    42.75000    	    394.5000    	    448.1567    
   -92.75000    	    42.75000    	    394.5000    	    434.2586    
   -92.25000    	    42.75000    	    394.5000    	    428.3901    
   -91.75000    	    42.75000    	    394.5000    	    453.1211    
   -91.25000    	    42.75000    	    394.5000    	    434.5659    
   -95.75000    	    43.25000    	    394.5000    	    462.5815    
   -95.25000    	    43.25000    	    394.5000    	    459.8992    
   -94.75000    	    43.25000    	    394.5000    	    457.3997    
   -94.25000    	    43.25000    	    394.5000    	    458.8011    
   -93.75000    	    43.25000    	    394.5000    	    462.7484    
   -93.25000    	    43.25000    	    394.5000    	    452.3794    
   -92.75000    	    43.25000    	    394.5000    	    455.2732    
   -92.25000    	    43.25000    	    394.5000    	    476.6742    
   -91.75000    	    43.25000    	    394.5000    	    492.4230    
   -91.25000    	    43.25000    	    394.5000    	    474.3635    
   -95.75000    	    40.25000    	    395.5000    	    533.3950    
   -95.25000    	    40.25000    	    395.5000    	    521.6449    
   -94.75000    	    40.25000    	    395.5000    	    524.6189    
   -94.25000    	    40.25000    	    395.5000    	    508.3357    
   -93.75000    	    40.25000    	    395.5000    	    517.8904    
   -93.25000    	    40.25000    	    395.5000    	    542.5616    
   -92.75000    	    40.25000    	    395.5000    	    550.4313    
   -92.25000    	    40.25000    	    395.5000    	    550.0104    
   -91.75000    	    40.25000    	    395.5000    	    522.7525    
   -91.25000    	    40.25000    	    395.5000    	    541.3727    
   -95.75000    	    40.75000    	    395.5000    	    486.3397    
   -95.25000    	    40.75000    	    395.5000    	    505.4700    
   -94.75000    	    40.75000    	    395.5000    	    524.7548    
   -94.25000    	    40.75000    	    395.5000    	    542.7706    
   -93.75000    	    40.75000    	    395.5000    	    580.1148    
   -93.25000    	    40.75000    	    395.5000    	    572.4016    
   -92.75000    	    40.75000    	    395.5000    	    520.9146    
   -92.25000    	    40.75000    	    395.5000    	    503.6940    
   -91.75000    	    40.75000    	    395.5000    	    543.0633    
   -91.25000    	    40.75000    	    395.5000    	    547.3005    
   -95.75000    	    41.25000    	    395.5000    	    456.3697    
   -95.25000    	    41.25000    	    395.5000    	    487.5364    
   -94.75000    	    41.25000    	    395.5000    	    522.4905    
   -94.25000    	    41.25000    	    395.5000    	    525.0172    
   -93.75000    	    41.25000    	    395.5000    	    532.0063    
   -93.25000    	    41.25000    	    395.5000    	    527.8633    
   -92.75000    	    41.25000    	    395.5000    	    538.6123    
   -92.25000    	    41.25000    	    395.5000    	    554.7266    
   -91.75000    	    41.25000    	    395.5000    	    552.0040    
   -91.25000    	    41.25000    	    395.5000    	    542.1615    
   -95.75000    	    41.75000    	    395.5000    	    483.5654    
   -95.25000    	    41.75000    	    395.5000    	    474.6198    
   -94.75000    	    41.75000    	    395.5000    	    483.5857    
   -94.25000    	    41.75000    	    395.5000    	    501.2098    
   -93.75000    	    41.75000    	    395.5000    	    485.3225    
   -93.25000    	    41.75000    	    395.5000    	    477.2860    
   -92.75000    	    41.75000    	    395.5000    	    517.9952    
   -92.25000    	    41.75000    	    395.5000    	    543.1545    
   -91.75000    	    41.75000    	    395.5000    	    558.4573    
   -91.25000    	    41.75000    	    395.5000    	    571.6633    
   -95.75000    	    42.25000    	    395.5000    	    484.1214    
   -95.25000    	    42.25000    	    395.5000    	    452.2058    
   -94.75000    	    42.25000    	    395.5000    	    457.8638    
   -94.25000    	    42.25000    	    395.5000    	    470.3208    
   -93.75000    	    42.25000    	    395.5000    	    457.3447    
   -93.25000    	    42.25000    	    395.5000    	    463.9860    
   -92.75000    	    42.25000    	    395.5000    	    493.4905    
   -92.25000    	    42.25000    	    395.5000    	    502.1270    
   -91.75000    	    42.25000    	    395.5000    	    514.5238    
   -91.25000    	    42.25000    	    395.5000    	    530.8919    
   -95.75000    	    42.75000    	    395.5000    	    484.6360    
   -95.25000    	    42.75000    	    395.5000    	    495.5331    
   -94.75000    	    42.75000    	    395.5000    	    470.3309    
   -94.25000    	    42.75000    	    395.5000    	    452.4762    
   -93.75000    	    42.75000    	    395.5000    	    478.3063    
   -93.25000    	    42.75000    	    395.5000    	    483.5333    
   -92.75000    	    42.75000    	    395.5000    	    482.8973    
   -92.25000    	    42.75000    	    395.5000    	    469.7216    
   -91.75000    	    42.75000    	    395.5000    	    487.1504    
   -91.25000    	    42.75000    	    395.5000    	    473.5156    
   -95.75000    	    43.25000    	    395.5000    	    447.5811    
   -95.25000    	    43.25000    	    395.5000    	    451.6642    
   -94.75000    	    43.25000    	    395.5000    	    455.5359    
   -94.25000    	    43.25000    	    395.5000    	    467.6056    
   -93.75000    	    43.25000    	    395.5000    	    476.1584    
   -93.25000    	    43.25000    	    395.5000    	    476.4366    
   -92.75000    	    43.25000    	    395.5000    	    485.4181    
   -92.25000    	    43.25000    	    395.5000    	    504.4355    
   -91.75000    	    43.25000    	    395.5000    	    513.2501    
   -91.25000    	    43.25000    	    395.5000    	    497.8857    
   -95.75000    	    40.25000    	    396.5000    	    511.2928    
   -95.25000    	    40.25000    	    396.5000    	    505.6780    
   -94.75000    	    40.25000    	    396.5000    	    516.7165    
   -94.25000    	    40.25000    	    396.5000    	    507.9002    
   -93.75000    	    40.25000    	    396.5000    	    523.8575    
   -93.25000    	    40.25000    	    396.5000    	    538.2301    
   -92.75000    	    40.25000    	    396.5000    	    549.4180    
   -92.25000    	    40.25000    	    396.5000    	    557.2228    
   -91.75000    	    40.25000    	    396.5000    	    523.9789    
   -91.25000    	    40.25000    	    396.5000    	    541.1856    
   -95.75000    	    40.75000    	    396.5000    	    469.0805    
   -95.25000    	    40.75000    	    396.5000    	    489.8273    
   -94.75000    	    40.75000    	    396.5000    	    511.9161    
   -94.25000    	    40.75000    	    396.5000    	    529.9895    
   -93.75000    	    40.75000    	    396.5000    	    565.2054    
   -93.25000    	    40.75000    	    396.5000    	    554.8362    
   -92.75000    	    40.75000    	    396.5000    	    512.3408    
   -92.25000    	    40.75000    	    396.5000    	    511.0936    
   -91.75000    	    40.75000    	    396.5000    	    542.4737    
   -91.25000    	    40.75000    	    396.5000    	    547.5242    
   -95.75000    	    41.25000    	    396.5000    	    441.8652    
   -95.25000    	    41.25000    	    396.5000    	    474.8945    
   -94.75000    	    41.25000    	    396.5000    	    506.2763    
   -94.25000    	    41.25000    	    396.5000    	    510.2525    
   -93.75000    	    41.25000    	    396.5000    	    518.1965    
   -93.25000    	    41.25000    	    396.5000    	    511.6126    
   -92.75000    	    41.25000    	    396.5000    	    520.6921    
   -92.25000    	    41.25000    	    396.5000    	    540.5596    
   -91.75000    	    41.25000    	    396.5000    	    543.3036    
   -91.25000    	    41.25000    	    396.5000    	    536.8212    
   -95.75000    	    41.75000    	    396.5000    	    465.5935    
   -95.25000    	    41.75000    	    396.5000    	    460.9765    
   -94.75000    	    41.75000    	    396.5000    	    471.3893    
   -94.25000    	    41.75000    	    396.5000    	    487.6405    
   -93.75000    	    41.75000    	    396.5000    	    475.4746    
   -93.25000    	    41.75000    	    396.5000    	    468.1313    
   -92.75000    	    41.75000    	    396.5000    	    501.7787    
   -92.25000    	    41.75000    	    396.5000    	    526.1514    
   -91.75000    	    41.75000    	    396.5000    	    541.6765    
   -91.25000    	    41.75000    	    396.5000    	    559.4193    
   -95.75000    	    42.25000    	    396.5000    	    466.1572    
   -95.25000    	    42.25000    	    396.5000    	    439.8190    
   -94.75000    	    42.25000    	    396.5000    	    446.5022    
   -94.25000    	    42.25000    	    396.5000    	    461.2055    
   -93.75000    	    42.25000    	    396.5000    	    450.4742    
   -93.25000    	    42.25000    	    396.5000    	    455.2851    
   -92.75000    	    42.25000    	    396.5000    	    479.3562    
   -92.25000    	    42.25000    	    396.5000    	    484.0058    
   -91.75000    	    42.25000    	    396.5000    	    498.2538    
   -91.25000    	    42.25000    	    396.5000    	    518.5035    
   -95.75000    	    42.75000    	    396.5000    	    461.6905    
   -95.25000    	    42.75000    	    396.5000    	    472.8004    
   -94.75000    	    42.75000    	    396.5000    	    457.4213    
   -94.25000    	    42.75000    	    396.5000    	    443.4875    
   -93.75000    	    42.75000    	    396.5000    	    464.7583    
   -93.25000    	    42.75000    	    396.5000    	    469.9962    
   -92.75000    	    42.75000    	    396.5000    	    469.0313    
   -92.25000    	    42.75000    	    396.5000    	    455.4673    
   -91.75000    	    42.75000    	    396.5000    	    473.4155    
   -91.25000    	    42.75000    	    396.5000    	    463.8606    
   -95.75000    	    43.25000    	    396.5000    	    429.2043    
   -95.25000    	    43.25000    	    396.5000    	    433.2983    
   -94.75000    	    43.25000    	    396.5000    	    439.4180    
   -94.25000    	    43.25000    	    396.5000    	    456.9409    
   -93.75000    	    43.25000    	    396.5000    	    463.9467    
   -93.25000    	    43.25000    	    396.5000    	    462.0990    
   -92.75000    	    43.25000    	    396.5000    	    469.3341    
   -92.25000    	    43.25000    	    396.5000    	    488.6422    
   -91.75000    	    43.25000    	    396.5000    	    494.9134    
   -91.25000    	    43.25000    	    396.5000    	    484.4972    
   -95.75000    	    40.25000    	    397.5000    	    486.8809    
   -95.25000    	    40.25000    	    397.5000    	    484.1062    
   -94.75000    	    40.25000    	    397.5000    	    497.3440    
   -94.25000    	    40.25000    	    397.5000    	    491.1263    
   -93.75000    	    40.25000    	    397.5000    	    507.3690    
   -93.25000    	    40.25000    	    397.5000    	    522.2105    
   -92.75000    	    40.25000    	    397.5000    	    538.7528    
   -92.25000    	    40.25000    	    397.5000    	    545.3961    
   -91.75000    	    40.25000    	    397.5000    	    508.0734    
   -91.25000    	    40.25000    	    397.5000    	    528.7523    
   -95.75000    	    40.75000    	    397.5000    	    452.0603    
   -95.25000    	    40.75000    	    397.5000    	    471.8197    
   -94.75000    	    40.75000    	    397.5000    	    491.0228    
   -94.25000    	    40.75000    	    397.5000    	    510.3333    
   -93.75000    	    40.75000    	    397.5000    	    539.1455    
   -93.25000    	    40.75000    	    397.5000    	    530.7090    
   -92.75000    	    40.75000    	    397.5000    	    501.0477    
   -92.25000    	    40.75000    	    397.5000    	    504.0897    
   -91.75000    	    40.75000    	    397.5000    	    527.3498    
   -91.25000    	    40.75000    	    397.5000    	    527.5155    
   -95.75000    	    41.25000    	    397.5000    	    424.8820    
   -95.25000    	    41.25000    	    397.5000    	    457.3420    
   -94.75000    	    41.25000    	    397.5000    	    482.8771    
   -94.25000    	    41.25000    	    397.5000    	    491.7896    
   -93.75000    	    41.25000    	    397.5000    	    498.2216    
   -93.25000    	    41.25000    	    397.5000    	    489.7517    
   -92.75000    	    41.25000    	    397.5000    	    500.1394    
   -92.25000    	    41.25000    	    397.5000    	    521.8865    
   -91.75000    	    41.25000    	    397.5000    	    524.6941    
   -91.25000    	    41.25000    	    397.5000    	    513.6826    
   -95.75000    	    41.75000    	    397.5000    	    447.1225    
   -95.25000    	    41.75000    	    397.5000    	    445.3430    
   -94.75000    	    41.75000    	    397.5000    	    452.1282    
   -94.25000    	    41.75000    	    397.5000    	    465.6224    
   -93.75000    	    41.75000    	    397.5000    	    457.9812    
   -93.25000    	    41.75000    	    397.5000    	    454.4885    
   -92.75000    	    41.75000    	    397.5000    	    483.6862    
   -92.25000    	    41.75000    	    397.5000    	    506.1375    
   -91.75000    	    41.75000    	    397.5000    	    518.2050    
   -91.25000    	    41.75000    	    397.5000    	    533.9434    
   -95.75000    	    42.25000    	    397.5000    	    452.5702    
   -95.25000    	    42.25000    	    397.5000    	    429.2155    
   -94.75000    	    42.25000    	    397.5000    	    431.4992    
   -94.25000    	    42.25000    	    397.5000    	    445.8369    
   -93.75000    	    42.25000    	    397.5000    	    438.1893    
   -93.25000    	    42.25000    	    397.5000    	    441.4820    
   -92.75000    	    42.25000    	    397.5000    	    460.6653    
   -92.25000    	    42.25000    	    397.5000    	    465.3379    
   -91.75000    	    42.25000    	    397.5000    	    477.0742    
   -91.25000    	    42.25000    	    397.5000    	    497.6539    
   -95.75000    	    42.75000    	    397.5000    	    446.7880    
   -95.25000    	    42.75000    	    397.5000    	    458.4020    
   -94.75000    	    42.75000    	    397.5000    	    443.5733    
   -94.25000    	    42.75000    	    397.5000    	    430.5153    
   -93.75000    	    42.75000    	    397.5000    	    446.2638    
   -93.25000    	    42.75000    	    397.5000    	    450.6385    
   -92.75000    	    42.75000    	    397.5000    	    449.9848    
   -92.25000    	    42.75000    	    397.5000    	    437.9346    
   -91.75000    	    42.75000    	    397.5000    	    455.8607    
   -91.25000    	    42.75000    	    397.5000    	    446.3374    
   -95.75000    	    43.25000    	    397.5000    	    412.3081    
   -95.25000    	    43.25000    	    397.5000    	    415.6208    
   -94.75000    	    43.25000    	    397.5000    	    421.3698    
   -94.25000    	    43.25000    	    397.5000    	    440.7638    
   -93.75000    	    43.25000    	    397.5000    	    447.8228    
   -93.25000    	    43.25000    	    397.5000    	    445.2388    
   -92.75000    	    43.25000    	    397.5000    	    451.2697    
   -92.25000    	    43.25000    	    397.5000    	    471.5394    
   -91.75000    	    43.25000    	    397.5000    	    476.5725    
   -91.25000    	    43.25000    	    397.5000    	    468.1071    
   -95.75000    	    40.25000    	    398.5000    	    482.3526    
   -95.25000    	    40.25000    	    398.5000    	    483.0726    
   -94.75000    	    40.25000    	    398.5000    	    495.4151    
   -94.25000    	    40.25000    	    398.5000    	    485.1410    
   -93.75000    	    40.25000    	    398.5000    	    497.7910    
   -93.25000    	    40.25000    	    398.5000    	    515.8081    
   -92.75000    	    40.25000    	    398.5000    	    535.3327    
   -92.25000    	    40.25000    	    398.5000    	    537.5858    
   -91.75000    	    40.25000    	    398.5000    	    503.4034    
   -91.25000    	    40.25000    	    398.5000    	    528.6252    
   -95.75000    	    40.75000    	    398.5000    	    449.4199    
   -95.25000    	    40.75000    	    398.5000    	    473.7501    
   -94.75000    	    40.75000    	    398.5000    	    489.8154    
   -94.25000    	    40.75000    	    398.5000    	    503.3502    
